source,subject,text,label,clean_text
spam_2,Congratulations on Your 2 New Signups,"Congratulations on Your 2 New Signups Come claim your 2 free signups. We will give you 2 free signups and then put 2 under both of them, so on and so forth! We will in essence build your downline for you! See the write-up in the USA Today on this program (Friday Edition) To sign up for free click the link below: EMAIL The national attention drawn to this program by the media will drive this program with incredible momentum! Don't wait, if you wait, you loose people. This is building incredibly fast! To claim your 2 FREE signups and reserve your position, click here EMAIL This program is putting GOLD COINS into peoples hands in record speed, don't wait! All the best, Gold Coin Distribution 1-800-242-0363, Mailbox 1993 ______________________________________________________ To be removed from our database, please click below: EMAIL",1,congratulations numbertoken new signups come claim numbertoken free signups give numbertoken free signups put numbertoken forth essence build downline see write usa today program friday edition sign free click link email national attention drawn program media drive program incredible momentum wait wait loose people building incredibly fast claim numbertoken free signups reserve position click email program putting gold coins peoples hands record speed wait best gold coin distribution numbertoken numbertoken numbertoken numbertoken mailbox numbertoken removed database please click email
easy_ham,Re: [SAtalk] base64 decode problem?,"Re: [SAtalk] base64 decode problem? >>>>> ""CW"" == Carlo Wood writes: CW> to manually decode the base64 part. CW> Can someone please tell me how to do that? google: base64 decode the first three results look useful. ------------------------------------------------------- In remembrance URL _______________________________________________ Spamassassin-talk mailing list EMAIL URL",0,satalk base numbertoken decode problem cw carlo wood writes cw manually decode base numbertoken part cw someone please tell google base numbertoken decode first three results look useful remembrance url spamassassin talk mailing list email url
easy_ham_2,Re: [Razor-users] Authentication Error,"Re: [Razor-users] Authentication Error On Wed, 24 Jul 2002, Tabor J. Wells wrote: > On Tue, Jul 23, 2002 at 09:21:58PM -0700, > Patrick is thought to have said: > > > Today's error(received multiple times) was: > > > > Jul 23 21:16:39.288680 report[98557]: [ 2] Razor-Agents v2.12 starting > > razor-report ./jobspam > > Jul 23 21:16:46.597147 report[98558]: [ 1] razor-report error: reportit: > > Error 213 while authenticating, aborting. > > I believe this is fixed (or at least there's a workaround in place to try > again) in 2.125 Thanks. > > I really like the concept of Razor but I find myself wondering if it's > > really a good idea for the developers to be passing off what appears > > to be alpha-quality software as production-ready.... > > And where does it say production-ready? URL says at > the top of the page: > > June 13, 2002 - Vipul's Razor v2 released! The first beta of Vipul's Razor > v2 is now available for public download. > > Likewise Vipul's announcement post about v2 to this list states that it is > beta in the first sentence. I sit corrected. I guess we could argue if it's even beta quality(I'd say I have about a 50/50 chance of reports being submitted), but I don't think that would be productive. :-) /\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ Patrick Greenwell Asking the wrong questions is the leading cause of wrong answers \/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/ ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. URL _______________________________________________ Razor-users mailing list EMAIL URL",0,razor users authentication error wed numbertoken jul numbertoken tabor j wells wrote tue jul numbertoken numbertoken numbertoken numbertoken numbertoken pm numbertoken patrick thought said today error received multiple times jul numbertoken numbertoken numbertoken numbertoken numbertoken report numbertoken numbertoken razor agents v numbertoken numbertoken starting razor report jobspam jul numbertoken numbertoken numbertoken numbertoken numbertoken report numbertoken numbertoken razor report error reportit error numbertoken authenticating aborting believe fixed least workaround place try numbertoken numbertoken thanks really like concept razor find wondering really good idea developers passing appears alpha quality software production ready say production ready url says top page june numbertoken numbertoken vipul razor v numbertoken released first beta vipul razor v numbertoken available public download likewise vipul announcement post v numbertoken list states beta first sentence sit corrected guess could argue even beta quality say numbertoken numbertoken chance reports submitted think would productive patrick greenwell asking wrong questions leading cause wrong answers sf net email sponsored thinkgeek welcome geek heaven url razor users mailing list email url
spam_2,85% APPROVAL RATE pcptu,"85% APPROVAL RATE pcptu $10,000 INSTANT CREDIT PRIORITY MESSAGE RECEIVE 2 FREE AIRLINE TICKETS AND THE CREDIT YOU DESERVE! GET AN UNSECURED VISA - MASTERCARD YES! Even with bad credit - no credit. WE CAN SHOW YOU HOW TO GET Instant Online Credit Approval With credit limits up to $10,000 Interest Rates as Low as 0% Do you have good credit? You can transfer your high interest credit cards to a low 0% Dear Future Card Holder CLICK HERE AND VISIT OUR SITE! Start enjoying the Credit You Deserve ..",1,numbertoken approval rate pcptu numbertoken numbertoken instant credit priority message receive numbertoken free airline tickets credit deserve get unsecured visa mastercard yes even bad credit credit show get instant online credit approval credit limits numbertoken numbertoken interest rates low numbertoken good credit transfer high interest credit cards low numbertoken dear future card holder click visit site start enjoying credit deserve
spam,Financial Power You Can Depend On,"Financial Power You Can Depend On Financial Power You Can Depend On Very Competitive Rates Guaranteed 6 Years Let AIG's Annuity Portfolio Work for You! A.M. Best Company ""A+"" Superior Standard & Poor's Corp. ""AA+"" Very Strong Fitch ""AA+"" Very Strong Moody's Investors Service ""Aa1"" Excellent Call today for more information! 888-237-4210 - or - Please fill out the form below for more information Name: E-mail: Phone: City: State: AIG Annuity Insurance Company We don't want anyone to receive our mailings who does not wish to receive them. This is a professional communication sent to insurance professionals. To be removed from this mailing list, DO NOT REPLY to this message. Instead, go here: insuranceiq.com/optout Legal Notice Financial Power You Can Depend On A.M. Best Company ""A+"" Superior Standard & Poor's Corp. ""AA+"" Very Strong Fitch ""AA+"" Very Strong Moody's Investors Service ""Aa1"" Excellent Call today for more information! - or - Please fill out the form below for more information Name: E-mail: Phone: City: State: We don't want anyone to receive our mailings who does not wish to receive them. This is a professional communication sent to insurance professionals. To be removed from this mailing list, DO NOT REPLY to this message. Instead, go here: insuranceiq.com/optout Legal Notice",1,financial power depend financial power depend competitive rates guaranteed numbertoken years let aig annuity portfolio work best company superior standard poor corp aa strong fitch aa strong moody investors service aa numbertoken excellent call today information numbertoken numbertoken numbertoken please fill form information name e mail phone city state aig annuity insurance company want anyone receive mailings wish receive professional communication sent insurance professionals removed mailing list reply message instead go insuranceiq com optout legal notice financial power depend best company superior standard poor corp aa strong fitch aa strong moody investors service aa numbertoken excellent call today information please fill form information name e mail phone city state want anyone receive mailings wish receive professional communication sent insurance professionals removed mailing list reply message instead go insuranceiq com optout legal notice
easy_ham_2,[ILUG] PNP collision avoidance question,"[ILUG] PNP collision avoidance question Hi all, I have an ISA PNP card that will use io 0x200 if available. If located at 0x200 the card never works, at 0x210 it always does. I suspect the problem is the soundcard (Creative SB PCI-64) gameport controller, which also seems to live here. I'm not using the controller, so it doesn't show in /proc/ioports, so autodetect happily puts my ISA card there. I can get the card to work easily enough using isapnptools, banning the 0x200 range in /etc/isapnp.gone, and then using ""insmod radio-cadet io=0x210"", but I'd like to get the autodetect working, so what I think I'm looking for is some way of adding ""don't go here, don't bother me"" entries into /proc/ioports. Anybody? TIA, Ronan. -- Irish Linux Users' Group: EMAIL URL for (un)subscription information. List maintainer: EMAIL",0,ilug pnp collision avoidance question hi isa pnp card use io numbertoken x numbertoken available located numbertoken x numbertoken card never works numbertoken x numbertoken always suspect problem soundcard creative sb pci numbertoken gameport controller also seems live using controller show proc ioports autodetect happily puts isa card get card work easily enough using isapnptools banning numbertoken x numbertoken range etc isapnp gone using insmod radio cadet io numbertoken x numbertoken like get autodetect working think looking way adding go bother entries proc ioports anybody tia ronan irish linux users group email url un subscription information list maintainer email
hard_ham,CNET: A note to our subscribers,"CNET: A note to our subscribers CNET | CatchUp Dispatch CNET: A note to our subscribers July 17, 2002 Vol. 3, No. 17 Dear CatchUp newsletter subscribers: Starting this week, we will be taking a break from our regularly scheduled CatchUp newsletter--our apologies for any inconvenience this may cause. However, have no fear, the CatchUp database is still being updated, so run CatchUp now and see what updates are waiting for you. As always, a hearty thank-you for your continued support. Cheers! The CatchUp Team _________________________________________________________________ The e-mail address for your subscription is EMAIL To sign up for more CNET newsletters, click here: URL To unsubscribe, click here: URL For the CNET Newsletters FAQ, click here: URL To learn about advertising opportunities in CNET Newsletters, click here: URL Copyright 2002 CNET Networks, Inc. All rights reserved.",0,cnet note subscribers cnet catchup dispatch cnet note subscribers july numbertoken numbertoken vol numbertoken numbertoken dear catchup newsletter subscribers starting week taking break regularly scheduled catchup newsletter apologies inconvenience may cause however fear catchup database still updated run catchup see updates waiting always hearty thank continued support cheers catchup team e mail address subscription email sign cnet newsletters click url unsubscribe click url cnet newsletters faq click url learn advertising opportunities cnet newsletters click url copyright numbertoken cnet networks inc rights reserved
spam_2,Spam Alert Issue,"Spam Alert Issue The No 1 Businessmaillist in the World Patrick Mc Cann Normal Patrick Mc Cann 2 21 2002-07-18T16:12:00Z 2002-07-18T16:12:00Z 1 154 879 21stnetwork 7 1 1079 9.2720 The No 1 Businessmaillist in the World Spam is a Serious Offence Want to expose your Home Based Business to 1000�s per day. � * � Spam Free � * Special offer for the month of July 02 6 Month Membership + Free Anti � Virus Software only $24.95 This offer ends July. Visit our site now see what we can offer you. URL *********************************************************************************************** This e-mail is sent to you in compliance with strict anti-abuse and no spam regulations, and has a remove mechanism built in for removing yourself from our mailing data base. Your e-mail was obtained as a result of posting to links, classified adverts, opt-in mailing lists or you have e-mailed us in the past.To remove your e-mail simply reply with remove in the subject line. ������������������������������� *********************************************************************************************",1,spam alert issue numbertoken businessmaillist world patrick mc cann normal patrick mc cann numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken z numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken z numbertoken numbertoken numbertoken numbertoken stnetwork numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken businessmaillist world spam serious offence want expose home based business numbertoken per day spam free special offer month july numbertoken numbertoken month membership free anti virus software numbertoken numbertoken offer ends july visit site see offer url e mail sent compliance strict anti abuse spam regulations remove mechanism built removing mailing data base e mail obtained result posting links classified adverts opt mailing lists e mailed us past remove e mail simply reply remove subject line
easy_ham,Bosnia goes it alone for first full poll,Bosnia goes it alone for first full poll URL: URL Date: 2002-10-05T03:05:36+01:00 *World latest:* Hardliners battle for control of divided parliaments and presidency.,0,bosnia goes alone first full poll url url date numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken world latest hardliners battle control divided parliaments presidency
easy_ham,Re: Slaughter in the Name of God,"Re: Slaughter in the Name of God >>>>> ""J"" == Justin Mason writes: J> What about Tibetan Buddhism BTW? They seem like an awfully J> nice bunch of chaps (and chapesses). Yes, them too. When wolves attack their sheep, they coral the wolf into a quarry and then throw rocks from the surrounding cliffs so that ""no one will know who killed the wolf"" In Samskar, before the Chinese arrived, there had not been a killing in over 2000 years, and the last recorded skirmish, over rights to a water hole, had happened several generations ago. -- Gary Lawrence Murphy - EMAIL - TeleDynamics Communications - blog: URL - biz: URL - ""Computers are useless. They can only give you answers."" (Picasso)",0,slaughter name god j justin mason writes j tibetan buddhism btw seem like awfully j nice bunch chaps chapesses yes wolves attack sheep coral wolf quarry throw rocks surrounding cliffs one know killed wolf samskar chinese arrived killing numbertoken years last recorded skirmish rights water hole happened several generations ago gary lawrence murphy email teledynamics communications blog url biz url computers useless give answers picasso
spam_2,"BIZ, .INFO, .COM for only $14.95 (5026HbTl0-754G@13)","BIZ, .INFO, .COM for only $14.95 EMAIL {%RAND} PUBLIC ANNOUNCEMENT: The new domain names are finally available to the general public at discount prices. Now you can register one of the exciting new .BIZ or .INFO domain names, as well as the original .COM and .NET names for just $14.95. These brand new domain extensions were recently approved by ICANN and have the same rights as the original .COM and .NET domain names. The biggest benefit is of-course that the .BIZ and .INFO domain names are currently more available. i.e. it will be much easier to register an attractive and easy-to-remember domain name for the same price. Visit: URL today for more info. Register your domain name today for just $14.95 at: URL Registration fees include full access to an easy-to-use control panel to manage your domain name in the future. Sincerely, Domain Administrator Affordable Domains To remove your email address from further promotional mailings from this company, click here: URL 30 EMAIL",1,biz info com numbertoken numbertoken email rand public announcement new domain names finally available general public discount prices register one exciting new biz info domain names well original com net names numbertoken numbertoken brand new domain extensions recently approved icann rights original com net domain names biggest benefit course biz info domain names currently available e much easier register attractive easy remember domain name price visit url today info register domain name today numbertoken numbertoken url registration fees include full access easy use control panel manage domain name future sincerely domain administrator affordable domains remove email address promotional mailings company click url numbertoken email
spam_2,Get the lowest possible interest rate for you--GUARANTEED.,"Get the lowest possible interest rate for you--GUARANTEED. Opportunity is knocking. Why? Because mortgage rates are rising. As a National Lender, not a broker, we can guarantee you the lowest possible rate on your home loan. Rates may well never be this low again. This is your chance to secure a better future. You could literally save enough money to buy that new car you've been wanting or to take that special vacation. Why pay more than you have to pay? We can guarantee you the best rate and the best deal possible for you. But only if you act now. This is a free service. No fees of any kind. You can easily determine if we can help you in just a few short minutes. We only provide information in terms so simple that anyone can understand them. We promise that you won't need an attorney to see the savings. We offer both first and second home loans and we will be happy to show you why your current loan is the best for you. 0r why you should replace it. Once again, there's no risk for you. None at all. Take two minutes and use the link(s) below that works for you. Let us show you how to get more for yourself and your family. Don't let opportunity pass you by. Take action now. Click_Here URL Sincerely, Chalres M. Gillette MortCorp, LLC lnqqbopolnujfmigjbfcittazhnnfxnmysspcmokdljxprdecawunewuumvjtpfnsbqwknqfkybbuvvnikbxcsnxdodgistybllysriqulpzvspiqkcbpjxvh __________________________________________________________________ Your favorite stores, helpful shopping tools and great gift ideas. Experience the convenience of buying online with EMAIL URL Get your own FREE, personal Netscape Mail account today at URL",1,get lowest possible interest rate guaranteed opportunity knocking mortgage rates rising national lender broker guarantee lowest possible rate home loan rates may well never low chance secure better future could literally save enough money buy new car wanting take special vacation pay pay guarantee best rate best deal possible act free service fees kind easily determine help short minutes provide information terms simple anyone understand promise need attorney see savings offer first second home loans happy show current loan best numbertoken r replace risk none take two minutes use link works let us show get family let opportunity pass take action click url sincerely chalres gillette mortcorp llc lnqqbopolnujfmigjbfcittazhnnfxnmysspcmokdljxprdecawunewuumvjtpfnsbqwknqfkybbuvvnikbxcsnxdodgistybllysriqulpzvspiqkcbpjxvh favorite stores helpful shopping tools great gift ideas experience convenience buying online email url get free personal netscape mail account today url
easy_ham_2,Fwd: [camram-spam] another framework hashcash related framework,"Fwd: [camram-spam] another framework hashcash related framework --- begin forwarded text Date: Sun, 11 Aug 2002 13:02:48 +0100 To: EMAIL From: Fearghas McKay Subject: Fwd: [camram-spam] another framework hashcash related framework Reply-To: ""Usual People List"" Sender: --- begin forwarded text Mailing-List: contact EMAIL run by ezmlm X-No-Archive: yes Reply-To: EMAIL Delivered-To: mailing list EMAIL Delivered-To: moderator for EMAIL Date: Fri, 2 Aug 2002 00:42:53 +0100 From: Adam Back To: CAMRAM Cc: Adam Back Subject: [camram-spam] another framework hashcash related framework There is a framework for using a hashcash like proof of work function as a way to frustrate junk mailers in this paper: ""Curbing Junk E-Mail via Secure Classification"" by E. Gabber, M. Jakobsson, Y. Matias, A. Mayer Bell in FC98. Online copy here: URL (Look in the view or download section at the top right, it's availabile in at least .pdf and .ps formats). The framework they propose with proxies etc looks a lot like the current camram architecture, with a proof of work to get on a white list. They use target revokable email addresses (basically identical to the LWPA concept) to implement the white list. The resulting framework is essentially identical to what I proposed in recent message with: Subject: target revokable email addresses, and postage-free tokens Their idea of including the postage free-token in the email address, mirrors what is done in LWPA and makes the system exhibit smoother migration for non-users. eg. you can use varied sender addresses and it will still work, you can forward the email address to someone else and it will still work etc. They have some software architecture diagrams and suggestions for installing some of the proxies on a corporate gateway -- ""gatekeeper"" they call it. Adam --------------------------------------------------------------------- To unsubscribe, e-mail: EMAIL For additional commands, e-mail: EMAIL --- end forwarded text --- end forwarded text -- ----------------- R. A. Hettinga The Internet Bearer Underwriting Corporation 44 Farquhar Street, Boston, MA 02131 USA ""... however it may deserve respect for its usefulness and antiquity, [predicting the end of the world] has not been found agreeable to experience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire' URL",0,fwd camram spam another framework hashcash related framework begin forwarded text date sun numbertoken aug numbertoken numbertoken numbertoken numbertoken numbertoken email fearghas mckay subject fwd camram spam another framework hashcash related framework reply usual people list sender begin forwarded text mailing list contact email run ezmlm x archive yes reply email delivered mailing list email delivered moderator email date fri numbertoken aug numbertoken numbertoken numbertoken numbertoken numbertoken adam back camram cc adam back subject camram spam another framework hashcash related framework framework using hashcash like proof work function way frustrate junk mailers paper curbing junk e mail via secure classification e gabber jakobsson matias mayer bell fc numbertoken online copy url look view download section top right availabile least pdf ps formats framework propose proxies etc looks lot like current camram architecture proof work get white list use target revokable email addresses basically identical lwpa concept implement white list resulting framework essentially identical proposed recent message subject target revokable email addresses postage free tokens idea including postage free token email address mirrors done lwpa makes system exhibit smoother migration non users eg use varied sender addresses still work forward email address someone else still work etc software architecture diagrams suggestions installing proxies corporate gateway gatekeeper call adam unsubscribe e mail email additional commands e mail email end forwarded text end forwarded text r hettinga internet bearer underwriting corporation numbertoken farquhar street boston numbertoken usa however may deserve respect usefulness antiquity predicting end world found agreeable experience edward gibbon decline fall roman empire url
spam_2,"please help, new webcam/ modeling page","please help, new webcam/ modeling page I just got a webcam and computer for my birthday and I just finished my first homepage. I added some of my modeling pictures there so if you think you can help my career please let me know. I could also use some opinions on how to make my site look better. If you can't help and you know someone that can, please forward them this e-mail. I need money and can sure use the work. I just added my most recent set of pictures. If you don't want to look at my pics, I am 5'5 125, blonde hair, blue eyes and I play volleyball. Link to my site: URL Thanks, Julie Oh, if you do not know who I am and I sent this e-mail to you by mistake please disregard it. If you would like to make sure to be removed from my address book, please click here URL and i have a program to make sure I do not send you more mail.Sorry I will not ever try talking to you again!",1,please help new webcam modeling page got webcam computer birthday finished first homepage added modeling pictures think help career please let know could also use opinions make site look better help know someone please forward e mail need money sure use work added recent set pictures want look pics numbertoken numbertoken numbertoken blonde hair blue eyes play volleyball link site url thanks julie oh know sent e mail mistake please disregard would like make sure removed address book please click url program make sure send mail sorry ever try talking
spam_2,hi 56281814119876554443333,"hi 56281814119876554443333 We w ant to help you get lo wer HOUSE pa yments, with no ha ssle Cli ck To st op recie ving this, rem ove from our l ink on the s ite. 56281814119876554443333",1,hi numbertoken w ant help get lo wer house pa yments ha ssle cli ck st op recie ving rem ove l ink ite numbertoken
easy_ham,Re: [zzzzteana] The new Steve Earle,"Re: [zzzzteana] The new Steve Earle > CAM'RON associate JUELZ SANTANA has vehemently defended a lyric on the > forthcoming album by the pair's DIPLOMATS crew that pays tribute to > September 11 hijacker OMAR ATTA No, Steve Earle at least USED to make great records. Martin ------------------------ Yahoo! Groups Sponsor ---------------------~--> 4 DVDs Free +s&p Join Now URL ---------------------------------------------------------------------~-> To unsubscribe from this group, send an email to: EMAIL Your use of Yahoo! Groups is subject to URL",0,zzzzteana new steve earle cam ron associate juelz santana vehemently defended lyric forthcoming album pair diplomats crew pays tribute september numbertoken hijacker omar atta steve earle least used make great records martin yahoo groups sponsor numbertoken dvds free p join url unsubscribe group send email email use yahoo groups subject url
easy_ham,ActiveBuddy,"ActiveBuddy Kind of interesting application of 'agent' technology. A mix of telnet and Eliza? (wonder if KnowNow needs this as a partner...) == URL ActiveBuddy, Inc. has developed patented technology for building and deploying interactive agents. ActiveBuddy's BuddyScript technology powers business solutions that leverage the functionality, convenience and appeal of instant messaging to provide an efficient and immediate means of communication with customers and constituents. ActiveBuddy technology is proven in the marketplace by the smash success of SmarterChild, ActiveBuddy's showcase interactive agent launched in June 2001 and visited by over 8 million consumers in its first year of life. Interactive agents allow your customers and constituents to receive information and services in a natural, conversational interface. Software Products BuddyScriptT Server - an end-to-end software solution for deploying interactive agents. BuddyScript Server provides every component required to operate an interactive agent, including connectivity with the messaging network, message routing, data access, message formatting, user and session management, and detailed tracking. BuddyScript Server is offered in four configurations to meet your capacity needs. Its scaleable architecture supports virtually unlimited usage. More... === Here is a sample conversation on (MSN Messenger with 'SmarterChild'): Mike says: how are you? SmarterChild says: Great thx! You? Mike says: Fine. What is the weather like in seattle? SmarterChild says: Current weather conditions for Seattle, WA: Currently: 57 F Condition: Few Clouds Real Feel: 57 F Dewpoint: 44 Humidity: 62 % Visibility: 10 mi Wind: N/0 mph Next time, just type ""weather seattle, wa."" To get the forecast for Seattle, WA, just type ""forecast.""",0,activebuddy kind interesting application agent technology mix telnet eliza wonder knownow needs partner url activebuddy inc developed patented technology building deploying interactive agents activebuddy buddyscript technology powers business solutions leverage functionality convenience appeal instant messaging provide efficient immediate means communication customers constituents activebuddy technology proven marketplace smash success smarterchild activebuddy showcase interactive agent launched june numbertoken visited numbertoken million consumers first year life interactive agents allow customers constituents receive information services natural conversational interface software products buddyscriptt server end end software solution deploying interactive agents buddyscript server provides every component required operate interactive agent including connectivity messaging network message routing data access message formatting user session management detailed tracking buddyscript server offered four configurations meet capacity needs scaleable architecture supports virtually unlimited usage sample conversation msn messenger smarterchild mike says smarterchild says great thx mike says fine weather like seattle smarterchild says current weather conditions seattle wa currently numbertoken f condition clouds real feel numbertoken f dewpoint numbertoken humidity numbertoken visibility numbertoken mi wind n numbertoken mph next time type weather seattle wa get forecast seattle wa type forecast
spam_2,discreet penis enlargement 4623,discreet penis enlargement 4623 4623,1,discreet penis enlargement numbertoken numbertoken
easy_ham_2,Re: [Razor-users] Re: What's wrong with the Razor servers now?,"Re: [Razor-users] Re: What's wrong with the Razor servers now? On Mon, 12 Aug 2002, Vipul Ved Prakash wrote: > On Mon, Aug 12, 2002 at 10:38:44AM -0700, Craig R . Hughes wrote: > > This is, I think the biggest fallacy here. You don't have to > > block jack shit to get a high trust rating, you just have to > > confirm Razor's existing opinion on a large number of messages: > > > > if(check() == spam) then submit() else revoke() > > > > That algorithm boosts trust, but reduces the information in > > SpamNet by damping. > > Again, this is not true. Only certain events (reports/revokes) for a spam > are rewarded and the algorithm for picking these up is based on many > different factors. And those would be???? Is there a point that you plan on releasing detailed information about TeS, so we can stop engaging in idle speculation? It's not my desire to second-guess you Vipul(however much my missives may appear otherwise) or question the hard work you and the other developers have put into the system, however it seems that every request for such information has been met with silence. Thanks. /\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ Patrick Greenwell Asking the wrong questions is the leading cause of wrong answers \/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/ ------------------------------------------------------- This sf.net email is sponsored by: Dice - The leading online job board for high-tech professionals. Search and apply for tech jobs today! URL _______________________________________________ Razor-users mailing list EMAIL URL",0,razor users wrong razor servers mon numbertoken aug numbertoken vipul ved prakash wrote mon aug numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken craig r hughes wrote think biggest fallacy block jack shit get high trust rating confirm razor existing opinion large number messages check spam submit else revoke algorithm boosts trust reduces information spamnet damping true certain events reports revokes spam rewarded algorithm picking based many different factors would point plan releasing detailed information tes stop engaging idle speculation desire second guess vipul however much missives may appear otherwise question hard work developers put system however seems every request information met silence thanks patrick greenwell asking wrong questions leading cause wrong answers sf net email sponsored dice leading online job board high tech professionals search apply tech jobs today url razor users mailing list email url
spam_2,hi,"hi Do You Want To Make $1000 Or More Per Week? If you are a motivated and qualified individual - I will personally demonstrate to you a system that will make you $1,000 per week or more! This is NOT mlm. Call our 24 hour pre-recorded number to get the details. 801-296-4210 I need people who want to make serious money. Make the call and get the facts. Invest 2 minutes in yourself now! 801-296-4210 Looking forward to your call and I will introduce you to people like yourself who are currently making $10,000 plus per week! 801-296-4210 3484lJGv6-241lEaN9080lRmS6-271WxHo7524qiyT5-438rjUv5615hQcf0-662eiDB9057dMtVl72",1,hi want make numbertoken per week motivated qualified individual personally demonstrate system make numbertoken numbertoken per week mlm call numbertoken hour pre recorded number get details numbertoken numbertoken numbertoken need people want make serious money make call get facts invest numbertoken minutes numbertoken numbertoken numbertoken looking forward call introduce people like currently making numbertoken numbertoken plus per week numbertoken numbertoken numbertoken numbertoken ljgv numbertoken numbertoken lean numbertoken lrms numbertoken numbertoken wxho numbertoken qiyt numbertoken numbertoken rjuv numbertoken hqcf numbertoken numbertoken eidb numbertoken dmtvl numbertoken
easy_ham,Re: [ILUG] windows users accessing cvs...,"Re: [ILUG] windows users accessing cvs... Quoting kevin lyda EMAIL > anyone here have experience with windows cvs clients accessing a cvs > server *securely*. preferably using ssh of some form (putty or cygwin's > openssh port) and the wincvs client? Here's something I cobbled together: URL -- Cheers, ""I don't like country music, but I don't mean to denigrate Rick Moen those who do. And, for the people who like country music, EMAIL denigrate means 'put down'."" -- Bob Newhart -- Irish Linux Users' Group: EMAIL URL for (un)subscription information. List maintainer: EMAIL",0,ilug windows users accessing cvs quoting kevin lyda email anyone experience windows cvs clients accessing cvs server securely preferably using ssh form putty cygwin openssh port wincvs client something cobbled together url cheers like country music mean denigrate rick moen people like country music email denigrate means put bob newhart irish linux users group email url un subscription information list maintainer email
easy_ham,creating rpms with subdirs (install command),"creating rpms with subdirs (install command) Hi, I'm building an rpm for the resin webserver, and I basically want to install the entire tarball under a diretory, but, the tarball includes subdirectorys, in my spec i have: install -s -m 755 %{name}-%{version}.%{release}/* \ $RPM_BUILD_ROOT/usr/local/resin and I'm getting: install: `resin-2.0.5/bin' is a directory install: `resin-2.0.5/conf' is a directory Is there a proper/nice way I should handle this? -- \m/ -- ""...if I seem super human I have been misunderstood."" (c) Dream Theater EMAIL - ICQ: 1934853 JID: EMAIL _______________________________________________ RPM-List mailing list URL",0,creating rpms subdirs install command hi building rpm resin webserver basically want install entire tarball diretory tarball includes subdirectorys spec install numbertoken name version release rpm build root usr local resin getting install resin numbertoken numbertoken numbertoken bin directory install resin numbertoken numbertoken numbertoken conf directory proper nice way handle seem super human misunderstood c dream theater email icq numbertoken jid email rpm list mailing list url
easy_ham_2,[use Perl] Headlines for 2002-08-07,"[use Perl] Headlines for 2002-08-07 use Perl Daily Headline Mailer Underground Movies of My Talks? posted by pudge on Tuesday August 06, @06:23 (others) URL Copyright 1997-2002 pudge. All rights reserved. ====================================================================== You have received this message because you subscribed to it on use Perl. To stop receiving this and other messages from use Perl, or to add more messages or change your preferences, please go to your user page. URL You can log in and change your preferences from there.",0,use perl headlines numbertoken numbertoken numbertoken use perl daily headline mailer underground movies talks posted pudge tuesday august numbertoken numbertoken numbertoken others url copyright numbertoken numbertoken pudge rights reserved received message subscribed use perl stop receiving messages use perl add messages change preferences please go user page url log change preferences
